0	5.893290	1.610510	2
75650	10.233103	0.575759	1
10812	5.695535	1.158089	2
8264	0.205080	1.345050	2
11678	6.356693	0.064440	2
43241	1.461613	1.013377	1
52663	10.416220	1.184852	3
67694	4.686752	0.363925	1
8328	1.374935	0.191814	2
11164	3.149765	0.326842	2
11457	3.489923	0.317807	2
23574	9.193372	0.842485	3
14634	2.359379	1.256171	2
50346	3.511930	0.594031	1
57700	3.515469	0.114811	1
13599	10.627559	0.307113	3
11751	3.589176	1.153045	2
30965	9.456680	0.443498	3
42995	10.884152	0.894531	3
44634	1.682462	0.760860	1
30529	9.772686	1.169884	3
10667	4.898788	0.325779	2
69381	14.863005	0.079549	1
11533	1.696852	1.136278	2
34144	9.884021	0.380149	3
53891	3.129898	0.378175	1
70863	14.969039	0.143616	1
71661	12.655224	0.040118	1
12325	3.816624	1.524525	2
3155	6.386709	0.302810	2
71285	9.885998	0.676037	1
3129	3.846201	0.645867	2
54591	7.909510	1.093311	3
17787	1.818170	0.734182	2
48633	9.974029	0.383928	3
36931	12.335284	0.000865	3
29713	11.854016	0.155957	3
85773	16.302861	1.069034	1
41022	9.340347	1.334675	3
36518	6.900560	1.543756	3
32382	12.422618	1.612304	3
4302	1.164465	0.952107	2
12272	2.345058	0.048470	2
23155	2.525512	0.067513	1
35964	9.117589	0.691452	3
35515	11.504665	0.076012	3
72864	11.291235	1.343829	1
28901	3.921466	0.412245	1
25310	9.427085	0.946862	3
9029	0.000000	1.088391	2
33835	11.077730	1.166536	3
72200	13.296902	0.877108	1
54295	3.090072	0.702552	1
8380	0.000000	0.494027	2
65072	11.705034	0.240701	1
21077	9.584575	0.694359	3
69339	12.121594	0.278403	1
46555	10.580891	1.549218	3
30069	12.720065	1.414855	3
40228	7.168815	1.297641	1
12552	4.165298	0.990974	2
40618	8.029173	0.049120	3
1960	3.957652	0.597267	2
12220	11.017320	1.311294	3
55300	1.842185	1.075626	1
76456	10.335893	0.252204	1
34535	7.584793	0.280068	3
8647	2.891796	1.294308	2
69375	10.384066	0.303090	1
29836	9.239923	1.109688	3
11656	4.982241	1.587908	2
37529	9.254742	0.478200	3
11570	6.492033	0.690062	2
26036	1.507421	0.309515	1
34660	10.416121	1.631810	3
5157	0.342010	1.551904	2
12527	1.669222	0.251702	2
25243	1.747091	0.600102	1
20149	11.005702	0.113994	3
33348	10.085303	0.084891	3
14353	7.602208	1.396281	2
41491	7.535121	1.567618	3
47845	12.661253	0.753105	3
7349	4.523566	0.760965	2
11234	0.000000	0.119684	2
16032	0.393498	0.523884	2
14161	1.826987	0.552739	2
69403	10.288369	1.401725	1
17613	3.295041	0.118897	2
72338	7.216613	1.421275	1
39655	9.018814	0.896834	3
39914	2.115304	0.791019	1
73466	13.945981	1.163713	1
24732	1.555337	0.703816	1
64395	4.381593	0.069188	1
79775	7.159212	0.221934	1
49863	3.888376	0.899963	1
32660	11.190820	0.599489	3
37440	11.266881	0.574848	3
27153	7.815890	0.045384	3
13530	0.000000	0.859575	2
5228	3.849590	0.499240	2
14709	10.764975	0.413542	3
78928	18.204273	0.262058	1
74548	10.419895	1.130891	1
13610	3.036231	0.716393	2
73428	12.437757	0.638488	1
41267	13.635717	0.840735	3
71080	9.517339	1.491315	1
45639	11.249594	0.357564	3
28343	8.513387	1.583000	3
3831	4.538267	0.075100	2
35422	8.340403	0.996042	3
43152	2.174656	1.242623	1
51026	12.873839	0.765125	3
18667	7.363615	1.388405	2
72502	14.289373	0.538293	1
48977	10.400162	1.009657	3
14205	0.632478	0.872993	2
11977	2.914811	1.681747	2
30083	9.511926	1.580057	3
65805	7.078697	0.995010	1
26562	7.741932	1.422443	3
8471	9.271406	0.693323	2
8161	0.000000	0.662115	2
19913	7.002267	0.741099	2
74383	13.989912	1.490999	1
64270	8.700334	0.759432	1
28273	15.117517	0.568300	3
44718	7.409103	0.640193	3
3764	4.150212	0.269802	2
9400	3.916203	0.812102	2
14600	0.406801	0.565448	2
4764	2.447972	1.326304	2
16622	8.130682	0.096848	3
11039	2.744684	0.964610	2
17714	4.708003	1.315271	2
10683	0.095116	1.137548	2
871	0.000000	0.545286	2
7492	3.381347	1.484800	2
33990	13.636206	0.286724	3
13976	0.910725	0.458748	2
40431	11.538721	1.572810	3
5677	0.000000	0.153328	2
33370	9.507782	0.315714	3
35934	12.274027	1.571652	3
25772	6.377679	0.296878	1
58728	2.198681	1.652870	1
76001	11.825330	0.535974	1
28371	13.999342	0.578151	3
7895	0.987470	0.402919	2
6455	2.587966	1.217015	2
6735	8.869308	1.040493	2
19715	10.260687	1.601339	3
27096	4.140520	1.008889	1
58228	8.258132	0.947455	1
9123	1.636687	1.252693	2
17510	8.256497	1.609760	3
70423	12.028501	1.157322	1
7497	3.606966	0.621571	2
6911	3.165444	0.319956	2
35433	0.945837	0.344468	1
1252	4.664031	1.505134	2
24947	11.820837	1.624737	3
27544	3.006568	0.157663	1
19177	10.929632	1.144868	3
35516	4.273553	1.368020	1
266	2.927192	1.411400	2
0	5.197765	1.586900	2
10927	6.685748	1.661543	2
48235	7.536542	0.318528	3
30603	8.401773	1.010784	3
68808	7.056329	0.229279	1
0	0.836670	0.840224	2
51630	4.473313	0.808926	1
33240	9.948615	1.384275	3
56368	0.000000	0.879991	1
19582	9.811950	1.079808	3
31387	13.493270	1.313855	3
12409	0.000000	0.891873	2
4495	3.714854	0.023933	2
17528	3.770862	0.641829	2
21065	5.440959	0.146363	2
14706	3.444312	0.961034	2
5719	2.695095	0.499990	2
14724	2.974204	0.899481	2
3653	2.050137	0.217382	2
0	0.880587	1.247369	2
0	3.855730	0.330888	2
7645	2.381939	0.832434	2
32575	8.421740	0.821069	3
6796	0.513321	1.673684	2
4819	1.720827	0.856595	2
8441	0.000000	1.677549	2
28707	11.429804	1.535861	3
71233	6.843028	0.538485	1
26407	9.511663	0.315545	3
15545	2.621288	1.246606	2
9131	3.073354	0.522433	2
11336	1.945572	1.370916	2
7438	5.406730	0.973714	2
45255	5.246158	0.618341	3
21693	11.360274	1.146711	3
75566	3.181713	1.521931	1
23985	11.284779	0.233328	3
14018	10.050104	0.641826	2
24113	10.348122	1.223285	3
72830	4.459908	1.616471	1
12797	0.000000	1.685088	2
49165	6.678101	0.328969	3
58379	1.441977	1.066653	1
35205	9.126817	1.473164	3
34473	8.782259	0.643890	3
16523	10.398272	0.287830	3
73478	10.692850	1.133298	1
23230	4.024466	0.945744	1
7202	5.055885	0.534792	2
42665	9.274494	0.218245	3
11523	7.512285	0.275087	2
37260	10.020736	0.760646	3
36350	5.503634	1.380345	1
31013	10.487232	1.257460	3
1283	0.262936	0.307527	2
43202	3.565740	0.532418	1
31928	14.149867	0.209353	3
5480	2.590552	0.299664	2
27522	1.378321	0.463159	1
10274	4.125554	1.583201	2
9221	0.689370	0.960151	2
47602	3.815158	0.475005	1
49744	2.389058	1.070121	1
65375	5.888690	0.125862	1
71025	7.625704	0.410133	1
47392	9.331739	0.190536	3
27870	4.292927	0.600226	1
51016	3.551162	1.379501	1
71255	13.753601	1.530392	1
39564	0.750932	0.636451	1
73166	9.534945	1.128857	1
34427	2.562183	0.935139	1
44229	9.457229	0.274886	3
42833	10.687369	0.281009	3
39801	3.345527	0.858401	1
33833	2.040232	0.508319	1
15245	6.100217	0.354340	2
68223	12.327418	1.021261	1
68074	7.442284	0.279518	1
35377	0.952621	0.642594	1
0	0.000000	0.640004	2
65908	6.833720	1.644412	1
28223	10.012444	1.144901	3
9653	5.036148	0.506162	2
21319	9.764439	0.620800	3
10284	2.952390	0.490430	2
23610	2.802465	0.418527	1
37397	9.200669	0.336896	3
26045	11.465136	1.095656	3
67177	3.489044	0.637430	1
13379	0.000000	0.415030	2
36170	11.402194	0.386231	3
12870	1.605601	0.784107	2
9347	7.266825	0.568738	2
8975	4.276493	1.004380	2
75969	19.601421	0.558841	1
2514	5.057436	0.166650	2
37502	12.995394	1.564588	3
50761	1.243076	0.786017	1
16273	0.546102	1.584916	2
13932	11.150407	1.492629	3
27531	8.123974	1.014254	3
44161	9.616712	0.027035	3
4985	3.359058	0.936506	2
37991	2.918737	0.125699	1
36998	10.350043	1.237950	3
20353	2.202130	1.496377	2
6025	3.150706	0.318075	2
66606	8.753483	0.562029	1
6780	0.993670	0.319432	2
60129	3.383506	0.738799	1
71344	10.211725	0.440112	1
10779	3.612500	0.544954	2
31064	2.817680	0.610070	1
39653	9.735227	0.957272	3
42596	1.121540	0.924178	1
